"","V1","V2"
"1",220000,350000
"2",240000,410000
"3",280000,430000
"4",265000,470000
"5",2e+05,455000
"6",160000,425000
"7",135000,385000
"8",160000,360000
"9",130000,355000
"10",85000,360000
"11",55000,335000
"12",50000,3e+05
"13",60000,290000
"14",45000,270000
"15",45000,250000
"16",75000,210000
"17",95000,190000
"18",55000,130000
"19",20000,105000
"20",25000,70000
"21",55000,35000
"22",95000,15000
"23",210000,55000
"24",250000,85000
"25",280000,90000
"26",315000,95000
"27",325000,120000
"28",340000,160000
"29",350000,190000
"30",340000,235000
"31",340000,255000
"32",325000,280000
"33",330000,310000
"34",320000,325000
"35",290000,325000
"36",280000,355000
"37",265000,360000
"38",245000,340000
"39",70065.0753112253,310065.075311225
"40",266250,338750
"41",305000,304166.666666667
"42",75130.1506224505,260000
"43",309869.849377549,245000
"44",253741.865586097,307361.714963646
"45",91186.4548696732,286913.167687646
"46",279094.629975804,301331.466915912
"47",257333.633682502,266152.460451911
"48",295023.946529852,275551.427013211
"49",293863.636363636,117954.545454545
"50",81338.0327961725,333894.360644593
"51",95900.484465406,312424.178204598
"52",107500,357500
"53",131975.999137873,292566.951858216
"54",104832.42222637,334156.074501864
"55",120768.66289069,314904.697702752
"56",159839.496903182,320527.034778465
"57",115130.150622451,230130.150622451
"58",299804.774066324,190065.075311225
"59",220924.720015507,316061.800038768
"60",307433.242622672,149400.034016498
"61",260030.213508796,117318.718947227
"62",106107.425025757,259765.215595906
"63",316753.509853354,215349.273870403
"64",145255.294804245,255493.153429209
"65",279138.439355995,222241.037525999
"66",55555.5555555556,92222.2222222222
"67",167500,392500
"68",191401.441016289,332239.072123646
"69",230130.537769323,284542.613942687
"70",276449.228335332,144119.924981718
"71",227863.502187937,155454.691454262
"72",112190.284509073,111948.059739513
"73",192438.271604938,369629.62962963
"74",197581.967213115,416557.37704918
"75",188446.753097829,291818.404174907
"76",216027.180993559,234365.868334247
"77",216393.098338999,113145.818193636
"78",230000,380000
"79",94117.0155662909,63234.0311325819
"80",257613.223371784,185690.699798887
"81",163516.305005807,180744.675572652
"82",218524.461760346,194397.163323942
"83",186230.901362398,144032.437006756
"84",151562.719898596,217429.237677061
"85",142881.976792065,142594.697111608
"86",129893.896660947,190078.692596476
"87",112515.128496869,159806.874794141
"88",75000,160000
"89",86627.7178884111,130581.521407726
"90",84375.8083508229,100641.301468975
"91",106371.496415137,86397.2003639107
"92",152500,35000
"93",147773.452538102,90406.5819661905
"94",128505.700421739,59863.8910476255
"95",123750,25000
"96",185870.985290233,208318.705686442
"97",176203.463936537,241066.908062861
"98",269927.008858382,319098.354414803
"99",262376.290707013,287353.129881847
"100",110729.165420665,295887.306044611
"101",141242.240727962,311196.384108462
"102",160184.370811765,290155.38629875
"103",141177.471121067,334524.23489359
"104",126407.130706434,95272.4104402041
"105",142416.590126889,116227.786322557
"106",112001.902361905,68595.2298051869
"107",109469.107767673,44532.1281122098
"108",177122.698538999,109961.640296694
"109",162651.830557441,129058.188651313
"110",158506.678586026,106099.564145785
"111",172605.066524791,84939.9721446979
"112",155076.816640088,64450.4364736844
"113",198243.680342799,93229.6119168376
"114",71063.7936370148,116697.342044331
"115",60000,230000
"116",74613.1304728718,278554.604539702
"117",308694.20954407,130205.315324103
"118",322372.070368781,232278.081331519
"119",321347.628596737,260808.577158042
"120",345000,212500
"121",297500,92500
"122",98405.6080013359,213405.608001336
"123",112425.804285383,199415.045632179
"124",90145.6467846512,238390.111839135
"125",90687.6226139578,268964.617235631
"126",277112.103196175,108847.212679502
"127",227792.247493564,333230.618733909
"128",308666.522564733,286841.834766215
"129",324891.587997996,181702.804000668
"130",307187.528946921,170401.983400229
"131",280400.610831718,171562.018465707
"132",296451.049078514,210635.890252528
"133",276304.140515017,199296.73076988
"134",251277.374061862,214035.487968585
"135",124767.563671392,249255.435500258
"136",129420.820921484,270736.599615235
"137",136063.166920089,231572.639020521
"138",155803.732995864,237713.19695016
"139",250275.397818993,141724.665791106
"140",259211.916847882,162828.531954264
"141",229149.319472894,132396.778802095
"142",208942.687561255,142834.770220943
"143",204239.277821404,170380.279928206
"144",93708.576500301,150387.425968952
"145",112739.5372318,135874.841634821
"146",216898.080737077,401033.973087641
"147",194652.47038064,393132.704831864
"148",209829.798022725,379847.029332517
"149",94779.3987192263,114913.607743663
"150",65000,145000
"151",75263.4590638301,78296.3730332734
"152",51538.0023817964,65628.3022805856
"153",134183.032240024,41333.1573099296
"154",173461.937176008,305493.937026865
"155",175665.259490423,268049.277867042
"156",181250,45000
"157",191517.773062732,70238.8199234926
"158",230000,70000
"159",239248.568117121,106052.553077134
"160",222121.058196019,91233.7313844435
"161",210788.866291875,74950.1959806652
"162",329536.062096769,200633.578043658
"163",290345.38243495,156124.546251748
"164",258898.784658228,239560.211414266
"165",283760.206426415,248128.050135242
"166",235697.217925361,251536.812113488
"167",237065.060414158,230117.992706467
"168",223012.194028707,214739.929570311
"169",239512.449526373,196525.186340662
"170",230912.88478288,176777.046281315
"171",197604.195135246,190583.649063723
"172",181581.136635561,166538.641407089
"173",160169.357554086,157899.677970301
"174",137107.05459917,166533.391877081
"175",72153.7221869038,52448.7408576619
"176",75000,25000
"177",156583.644751832,271160.12022869
"178",199026.741214649,255018.705632003
"179",163796.910573246,48849.507101917
"180",277174.826192459,266857.790603662
"181",89080.5730844185,40332.0169030117
"182",34395.4248366013,89199.3464052287
"183",37500,117500
"184",54118.9125167574,110283.350210382
"185",153593.75,378593.75
"186",176763.424551439,411753.097973409
"187",147500,405000
"188",332500,140000
"189",235045.500850301,303082.094592563
"190",210645.776720133,295955.660144002
"191",196251.374864718,311566.223988978
"192",202871.536234991,276044.825327659
"193",220950.156835012,266021.940252975
"194",170485.635283412,340220.554881916
"195",173491.863075196,374001.877751878
"196",199739.973904276,350717.501017509
"197",171074.321113007,221751.681092307
"198",149801.562219692,196565.562301097
"199",194597.465990628,228695.894481383
"200",195812.101357517,123218.22498679
"201",232500,462500
"202",260000,420000
"203",272500,450000
"204",239166.666666667,436666.666666667
"205",257750,438541.666666667
"206",219347.18969555,445328.844652615
"207",221391.239551045,423000.684378216
"208",250960.54153664,456670.986674558
"209",180000,440000
"210",61702.8040006679,301702.804000668
"211",52500,317500
"212",74783.9241939372,293824.165234743
"213",51250,308750
"214",269875,349625
"215",255000,350000
"216",285000,340000
"217",68855.3492255632,286254.742244373
"218",52500,280000
"219",81193.6922823084,286116.734899923
"220",255625,339375
"221",249370.932793048,323680.857481823
"222",277837.791862099,329279.263954033
"223",63351.2574421522,276136.294727766
"224",70739.4267000079,269162.159000856
"225",57645.4444912058,262691.285544263
"226",45000,260000
"227",82695.1182739999,112794.342276342
"228",87472.3795513698,121066.451285053
"229",98584.6393918359,126847.922734971
"230",104337.983035211,118439.671171938
"231",115415.100035309,123843.727437193
"232",95667.4223924141,138518.414020378
"233",127281.640911001,114241.863906921
"234",129153.448956742,133212.019191417
"235",120962.048642793,105028.318622587
"236",109235.583801205,99182.9478987612
"237",116373.576080983,90870.3324923763
"238",115465.375739041,79482.0343816421
"239",102470.135029937,107473.438877904
"240",96561.2869601994,95745.812850258
"241",123756.373053608,70850.0497925022
"242",85957.7732343815,86965.6799237797
"243",140189.842517338,71434.6061618313
"244",127551.665789398,82793.1502492368
"245",136420.568419245,89898.6770661578
"246",142483.236900294,81519.5491737234
"247",156884.852207114,78964.7275182182
"248",141541.040796638,102579.875981673
"249",131355.02434861,104673.836472456
"250",125366.218226211,124008.285385969
"251",87439.7291254451,74206.7452069593
"252",77542.7455973234,64911.268537031
"253",100453.506952491,74608.0513936777
"254",96094.8629680345,84175.9791395579
"255",149763.068113603,72482.1250033527
"256",169268.126308305,70052.3928969254
"257",161062.583499533,91640.2775125816
"258",172408.82357065,97894.0641558868
"259",184611.016215385,91600.384045874
"260",168127.923150208,106520.74557765
"261",168667.980455583,118585.972680497
"262",181869.781529922,123071.748632425
"263",150980.113901944,99730.3734922811
"264",64659.8855227247,69604.1235890979
"265",84846.6530306866,54356.5065923709
"266",166019.857269215,78598.2330504277
"267",165106.405568144,59818.9457177468
"268",179922.427164477,59756.5557909815
"269",180349.037275585,75386.4538728502
"270",189951.024716659,81529.5992270305
"271",200033.584370784,77174.5973404142
"272",202794.768382959,65088.6057779266
"273",195625,50000
"274",193725.019674443,60150.5879744016
"275",189983.205012109,104498.95533411
"276",188741.860691448,132575.966594169
"277",200621.522373216,134201.813109986
"278",175054.716683052,135579.505411812
"279",208954.076122001,124008.456700296
"280",197688.16971565,145356.019028523
"281",220751.876932928,124109.363943766
"282",206099.613418104,156523.623522194
"283",190576.780483149,156663.713460497
"284",229299.278710703,114362.939067995
"285",217900.006821811,135397.269775893
"286",193003.510686561,167909.153054203
"287",223824.202888717,103383.650421246
"288",244077.643617364,121944.872322894
"289",226164.757566989,143795.153566573
"290",196450.876456262,179013.668504061
"291",210104.102039354,100649.125954537
"292",238053.329429736,140818.14144644
"293",209868.882087462,183288.643039043
"294",180329.637211658,186463.1385328
"295",203080.722133849,112011.325506406
"296",239128.707376758,130763.290399969
"297",243129.948347271,155217.740894678
"298",193409.375718319,113699.247533267
"299",63225.1744902834,82168.0232752263
"300",70245.0625974142,95475.3840094152
"301",49375.401601516,79555.4337498953
"302",73931.2658213136,105959.944496799
"303",64243.9248771524,109124.479530835
"304",61067.0346892287,57820.2646816388
"305",40000,52500
"306",61887.0292294458,45385.6310650108
"307",47500,43750
"308",65000,30000
"309",75559.0937277324,38618.1874554648
"310",50625.4859067505,54795.9578110208
"311",173587.424802624,51748.6321978777
"312",186553.963906838,52915.1662678413
"313",172787.943915525,150191.412293646
"314",180543.24536851,156558.375645611
"315",170711.536633971,162624.918116397
"316",172778.854090918,173934.303061236
"317",161347.050320616,169394.812052396
"318",148064.109411271,177815.760510407
"319",149601.711885219,164790.243422312
"320",141869.209916674,155016.291927554
"321",126890.987080374,155566.1034043
"322",152100.091831095,149598.359693736
"323",153964.765565258,137575.900984033
"324",143582.210626394,129394.775174357
"325",162582.379625151,145068.320092666
"326",135426.323475549,123481.694749683
"327",152988.182026248,121927.014133902
"328",216765.948919291,151599.273505853
"329",217987.643515995,165982.188129056
"330",209821.274572427,87911.7765563744
"331",221384.070107568,183242.598548298
"332",231694.339577271,188183.214306008
"333",244140.610067242,181600.647059433
"334",199608.152230872,102891.928452212
"335",235411.48396543,149844.219225916
"336",254268.512391476,152477.800954924
"337",263356.572488604,142985.024794806
"338",257944.923669502,130637.674334673
"339",268953.201904115,154508.571173091
"340",279720.129924534,154378.81278835
"341",270313.695880191,165964.172121048
"342",269469.437751825,179372.333722063
"343",259160.992732174,174311.951174428
"344",282489.623788815,186040.454116722
"345",268050.816584644,190993.424851982
"346",262607.70049988,204657.250308124
"347",235650.136584139,165220.327054951
"348",226939.570797257,168399.041772279
"349",247673.527195155,166413.322684382
"350",76317.6039929989,87926.8155554688
"351",45154.783345334,89455.7322689366
"352",39450.1246874121,102965.459385564
"353",32500,61250
"354",61580.2406891301,99809.5130774698
"355",154386.599554318,186685.28768339
"356",167445.413766129,196768.748653798
"357",135607.436859569,178951.514736761
"358",142691.497878737,187769.015793044
"359",117854.239803456,176866.144037631
"360",127463.857481725,171668.484001574
"361",126341.411210164,181224.1039459
"362",118385.429298323,189555.993706603
"363",106681.97272422,189212.228912641
"364",99915.9985149794,175889.334323347
"365",85000,175000
"366",116810.240314882,147880.080998566
"367",105408.885247846,150510.972714625
"368",121752.465000013,139511.524228914
"369",213045.702316375,174221.390986631
"370",248595.124518652,191161.885547158
"371",249269.83102255,202676.833612976
"372",237441.498688616,210624.123171227
"373",248547.716121119,132333.299069505
"374",253044.527237668,123047.720985447
"375",249848.677263142,112027.329757323
"376",250480.029783972,98516.7761259356
"377",275120.429075386,126504.047135382
"378",270583.192660949,135704.355385053
"379",293708.847226776,177031.770907285
"380",289029.605836796,197163.297313522
"381",273119.384713958,211337.355218971
"382",284815.504247417,211994.020604563
"383",263562.131931102,223726.314860515
"384",250221.386895852,175010.593441532
"385",28750,111250
"386",22500,87500
"387",29697.7124183006,79599.6732026144
"388",27197.7124183007,97099.6732026144
"389",44576.0467692302,111051.309423738
"390",46250,123750
"391",121512.058347385,163818.848950676
"392",90000,182500
"393",93138.416986006,164032.637330285
"394",102439.702427301,160144.893005596
"395",108698.285639778,179808.770530266
"396",104800.535121901,141052.393937871
"397",242352.511699801,220469.527160032
"398",249734.003837483,230787.675042058
"399",231704.027568793,220907.075816907
"400",226154.548016058,230302.641399821
"401",231784.51898627,240533.854372975
"402",246277.742907377,243572.024980581
"403",220448.772096622,250762.059688015
"404",256140.0811688,252740.02615179
"405",227489.621543766,203085.790069281
"406",265000,87500
"407",265679.517127952,125025.925376959
"408",291637.634728182,185942.760025664
"409",290099.728387468,166888.22825875
"410",303689.199525174,180306.011659507
"411",314452.869884767,178538.127210019
"412",323065.684103108,163535.19190029
"413",315447.773944591,194054.872753595
"414",261037.942152273,214294.23629302
"415",272492.292759225,234960.061681551
"416",40277.5907692824,71011.2586901561
"417",42751.1259084056,61716.4554103473
"418",39608.0462486704,80839.9353617384
"419",80000,167500
"420",85214.0340869506,156867.002647228
"421",81735.7093117422,143499.17570388
"422",254354.835509246,222766.201362613
"423",227716.724887591,258161.438055819
"424",241359.506273377,266477.251407968
"425",210894.961401453,258714.140644077
"426",210921.62664124,269249.093035815
"427",219379.33657877,278336.18465696
"428",220026.09838528,289631.017197193
"429",228950.757710286,294776.621110647
"430",209922.740420965,284764.81741499
"431",242581.583390806,291162.981319533
"432",200080.692298405,291019.487504045
"433",201432.091208094,301901.554428069
"434",211892.312468904,307998.93147101
"435",220164.790814232,301056.543847862
"436",206990.741622594,322580.603282827
"437",222336.661079251,241458.664208299
"438",267539.337495024,258484.946720446
"439",277701.906674684,256520.531507244
"440",270558.915427718,246836.849137791
"441",292273.30243264,260656.318294687
"442",270916.17125941,98252.9724435428
"443",266130.160937962,108160.95463326
"444",260711.638669264,99433.6371246461
"445",325138.090093485,191677.451615914
"446",345000,175000
"447",336137.147621331,186415.263725236
"448",340961.372817882,197613.332270776
"449",319143.195885341,204515.509154944
"450",307830.835013562,207700.693508022
"451",299942.879617586,200646.38275971
"452",286641.442215751,234257.562935524
"453",291952.287130878,222615.347477863
"454",304832.035287114,220617.743923126
"455",314161.52990685,225606.320549182
"456",303934.310588976,233514.809733861
"457",313356.129195643,235921.956471584
"458",322055.774479227,244471.365622434
"459",296578.825265909,244592.456126797
"460",330421.924681317,238587.640465829
"461",302914.539348532,254899.514119809
"462",313144.203748325,254693.658429721
"463",308737.635915817,269165.339433808
"464",72318.4482436546,132547.644653036
"465",245673.76919649,256298.988539883
"466",241136.899718096,278861.386304786
"467",230938.767666412,272606.372526669
"468",251445.071193776,283886.436171084
"469",253774.598520445,295508.51514807
"470",250085.353972028,273590.306627737
"471",266096.386156258,299890.713487987
"472",245265.852116333,301411.663117203
"473",241999.28251926,313526.77962391
"474",271692.207479239,308760.521632675
"475",283860.13219178,313482.355643173
"476",237009.062639741,324902.447587979
"477",231262.734954134,313137.715253533
"478",291988.722526677,303284.429207382
"479",232500,345000
"480",227331.845633381,323456.864634801
"481",216910.285993629,328845.502863411
"482",287592.060586765,288770.643474363
"483",299161.895091698,293880.729206851
"484",305000,325000
"485",237253.134868492,334436.788953054
"486",219004.831185306,339342.466881137
"487",209700.978213864,345586.462575656
"488",200205.436108165,339386.829689733
"489",299355.268650192,284205.339682042
"490",320996.209058246,314830.80603883
"491",207601.012271702,332599.847175297
"492",327500,295000
"493",312043.708606169,296606.958251778
"494",297758.14262369,314583.333333333
"495",204986.327725514,313792.169887112
"496",196117.011220799,322440.032857383
"497",179808.459723037,320626.0557326
"498",287012.779739867,269329.298229071
"499",279281.268431767,279288.971780383
"500",266952.818109667,274983.949360266
"501",325978.864898947,172417.968468741
"502",332080.819109728,164392.521801157
"503",328698.208243611,152134.529598011
"504",317678.093060232,153781.727739886
"505",308993.029802937,159920.694911731
"506",317336.903004395,140411.861475331
"507",298919.600189393,161704.87549092
"508",319694.845094191,129652.703936105
"509",299404.599866371,267040.930448156
"510",319141.333349207,271171.720896271
"511",332500,267500
"512",60000,137500
"513",64554.5726668248,125187.397589815
"514",77869.7668337546,124133.41331505
"515",320594.626637564,303717.193709592
"516",319044.938655172,288700.843557471
"517",335114.247290698,176472.872864921
"518",293410.556176378,138840.057669111
"519",331475.459588201,219859.940486797
"520",327325.182207048,210567.589908315
"521",342500,223750
"522",249414.965986395,428122.87414966
"523",236660.334670573,423241.989625122
"524",250000,415000
"525",228891.181992017,431638.757939486
"526",229165.044620809,414309.526261686
"527",218096.715611926,412231.67949071
"528",209198.885255225,420842.205088135
"529",206452.028248817,407815.154626959
"530",213243.053108972,433512.394179724
"531",194928.140573927,404993.747434913
"532",206176.35805553,395954.11202391
"533",206764.173608108,444344.112073167
"534",187488.326168083,412787.506272801
"535",187746.056113866,427494.992905071
"536",182487.724792407,399349.158399955
"537",190000,447500
"538",200469.709140366,430608.969037894
"539",192130.764780331,437130.450555701
"540",173761.816667062,427484.244443917
"541",172167.534481516,402109.313511088
"542",153750,415000
"543",170329.621272256,418677.421965875
"544",159679.35221546,402236.963544735
"545",166001.518162008,409811.307306775
"546",141250,395000
"547",182808.093965439,384965.482139579
"548",180759.179993408,420667.451474956
"549",155346.288386687,390747.461613313
"550",145528.846153846,385372.596153846
"551",147500,372500
"552",176775.216459255,392026.517146832
"553",183655.071815166,374805.773082848
"554",179846.948262395,358303.904354172
"555",194050.469089131,381333.58249654
"556",202511.477462993,386654.955105665
"557",270204.015130799,437732.75567405
"558",263437.077513661,429824.433750722
"559",304431.818181818,106477.272727273
"560",290800.619834711,104529.958677686
"561",306250,93750
"562",320000,107500
"563",305924.578007794,118455.979569733
"564",281822.918707751,99924.1777104331
"565",315685.044545836,116475.982181666
"566",89121.7480051297,253700.318213357
"567",76876.9293055195,245192.082223325
"568",101155.547921915,246815.760399972
"569",96202.9151813134,260686.369385987
"570",84398.4221892664,261897.322854558
"571",64838.3114328265,251278.963080574
"572",67500,220000
"573",102456.069654024,233710.139715511
"574",92177.6587684181,225204.264418587
"575",106110.993896425,222424.764727361
"576",86288.1711954062,214552.436988564
"577",110159.900085124,211164.569606866
"578",85000,2e+05
"579",128576.33868441,208622.940496899
"580",79249.1074961917,225398.48426796
"581",118936.161802543,206763.825409776
"582",121540.813459866,219181.215316442
"583",133687.113083796,219651.718907117
"584",125725.44069332,228982.545077715
"585",128638.951072658,239279.28064583
"586",140735.835380388,243503.458792377
"587",141481.185734514,209341.353893667
"588",143295.477053679,223933.854307306
"589",134965.481768543,252525.208534187
"590",137450.342160306,263231.514371275
"591",126935.96052972,260030.293778148
"592",147636.71503183,265700.30590179
"593",116417.138001734,268113.153048795
"594",116564.784350618,256511.831530178
"595",158624.429082217,257755.394070426
"596",144063.97993876,281615.420690072
"597",145953.114856221,234579.699589289
"598",150586.453520031,246636.956153248
"599",135540.000949213,199798.774819072
"600",120204.443525525,282880.063503981
"601",103708.869095034,273267.65790826
"602",54772.9112226127,252907.915912958
"603",52500,240000
"604",63455.2108664826,240403.908149862
"605",70705.3371791183,232220.386394988
"606",96702.8040006679,201702.804000668
"607",165480.857982441,265656.953075962
"608",167728.071569701,278964.552722445
"609",171392.331748642,253601.835155857
"610",162195.906860469,247033.163967026
"611",185340.064951241,251764.464523542
"612",131128.072958814,281601.484960622
"613",121254.552122603,293599.837306897
"614",127705.973754575,304404.942547698
"615",116884.319961649,304796.608228044
"616",108311.956396907,313891.185045695
"617",103184.085407739,304038.507448156
"618",90361.0504205283,300256.733482041
"619",99987.9022099876,293512.376136151
"620",100841.542976453,283204.959951325
"621",113658.144325464,325240.306659919
"622",100936.27095599,323055.927949239
"623",83009.849814371,310948.173976061
"624",128181.607602149,327618.222849585
"625",93107.3670703929,332037.720887973
"626",75756.5371654593,321953.707030766
"627",77030.2724185751,303282.842398259
"628",118831.039191587,339187.134138105
"629",96469.5803876924,346936.099243526
"630",88348.1447873362,321354.319596548
"631",70000,347500
"632",64025.5901822109,320263.023501702
"633",112605.870302458,276959.763134742
"634",110002.325587465,286258.427344388
"635",80334.0832962118,235593.27054787
"636",181181.622043863,280404.028126735
"637",188638.89538891,239696.503567756
"638",181210.821040228,229398.575114409
"639",202978.957690955,240349.857546606
"640",181542.687367538,218416.891277831
"641",172701.164393742,208760.347700512
"642",210176.340388247,248135.649963212
"643",162538.110533883,214085.204141995
"644",154288.67457516,206692.963015175
"645",189380.256650605,265181.048875835
"646",179217.19397426,259143.174679446
"647",131726.81512532,317033.183587632
"648",141850.158255733,322862.08729576
"649",150180.852567889,316579.270803564
"650",152629.190435946,302400.657807011
"651",151830.50251481,329288.240441337
"652",163058.695503865,331511.128192206
"653",145000,357500
"654",169809.139822766,323568.934740676
"655",130455.781662784,339019.57565134
"656",108642.642390964,345545.048297979
"657",118750,356250
"658",96250,358750
"659",192613.907954221,281146.775647866
"660",175130.515152291,292274.772433492
"661",166705.787586671,297926.257979719
"662",205867.863242838,229431.214135939
"663",201228.577121257,213798.996255732
"664",215253.08226953,223034.383400646
"665",195527.093803128,246208.952949122
"666",200091.145557195,265688.656428143
"667",141325.620452672,299535.690248282
"668",115910.017348117,56019.0286095363
"669",104977.237212888,59516.9479778453
"670",122093.973922034,45002.3575065771
"671",116166.123380115,34441.8503708478
"672",130296.396451227,50277.4536358306
"673",145901.990448756,51742.0823107724
"674",138125,30000
"675",109375,20000
"676",126338.11451848,34845.5068700163
"677",96623.3856392526,50260.49654511
"678",144905.326057275,62127.697273699
"679",144500.483326982,41518.5820753827
"680",155522.932420431,54462.2913760387
"681",89025.9480228353,26961.636721747
"682",100397.367177312,41456.2666170109
"683",166875,40000
"684",260690.71928247,449978.961966081
"685",268750,460000
"686",247700.600367515,445114.142283446
"687",239831.495174504,453572.052680796
"688",216250,458750
"689",228625.953747297,451844.461787201
"690",230305.655719437,441761.917564472
"691",258771.574751393,317453.804885136
"692",262922.045795288,327957.483905257
"693",185644.049456714,176795.394690542
"694",187093.222701837,196378.543339454
"695",197330.366203447,202516.992268516
"696",177329.112220857,199584.42208403
"697",207283.195832118,196775.561951611
"698",215070.217103219,205825.582749719
"699",210835.877359825,214475.949850669
"700",159798.771875262,115425.854937144
"701",49669.3572651078,100841.715867132
"702",170597.101422298,187502.207637174
"703",131716.186893165,145172.099625579
"704",282756.58723557,118424.651807218
"705",288737.654719665,128291.015449604
"706",298940.094386341,126911.27638605
"707",283509.329541823,136916.499766843
"708",73876.0065547184,149915.995630188
"709",329134.775572736,252962.162283126
"710",309608.373208733,314583.333333333
"711",184532.150859716,309747.956109713
"712",182054.868583642,299814.966873691
"713",179522.112148814,332504.907867856
"714",185751.706623221,345328.014069604
"715",176111.804088604,348772.760743578
"716",164978.547563208,349970.180504825
"717",190018.633538033,355101.148674059
"718",274142.433591564,290267.497903157
"719",303880.1233994,139527.839457485
"720",297181.625257729,148422.834674494
"721",170301.455800703,363574.923639381
"722",162475.120447167,371671.174150735
"723",166082.650456797,381821.400483132
"724",154503.94366986,281393.254830823
"725",83288.4155287471,346930.431615448
"726",68103.7744077423,332893.015600353
"727",155216.110391931,341656.168257702
"728",139912.38869835,346540.573302518
"729",153648.204331881,351860.774008715
"730",191970.766849826,218602.347662586
"731",149119.427413181,291557.289523365
"732",99650.0892623218,24795.0558708248
"733",106016.588415384,32856.8733304827
"734",225000,365000
"735",219952.117865443,375015.960711519
"736",208481.415027098,364001.869292969
"737",202452.029949069,372494.906704287
"738",198475.32840129,361158.462104374
"739",217054.046914132,359315.317695289
"740",159835.490345753,226284.888968134
"741",168939.4435451,232657.229434646
"742",219851.55279156,388276.135916763
"743",235000,395000
"744",225368.046572046,396274.005154343
"745",220000,62500
"746",222115.122194146,79152.8916583722
"747",235859.596967528,83020.5373766298
"748",239475.943188283,94253.7592837242
"749",230179.935733155,96298.3892253472
"750",248750,466250
"751",113487.129014811,242948.919357877
"752",162286.981516028,309056.229267177
